loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,frequency_count,total_flights_booked,total_flights_with_companions,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_cost_redeemed,first_year,last_year,active_years,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,active_member
696090,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,103202.0,Married,Aurora,5969.55,Standard,2013,3,,,24,145,29,47185,5047.5,2443,198,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
465260,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,89817.0,Married,Aurora,5977.79,Standard,2012,11,,,48,241,60,66040,6698.0,1685,135,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
989154,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,89817.0,Married,Aurora,5977.79,Standard,2016,4,,,24,116,31,34785,3753.5,1407,115,2017,2018,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,True
243726,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,74123.0,Divorced,Aurora,5979.72,Standard,2013,7,2014.0,10.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
403463,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,74123.0,Divorced,Aurora,5979.72,Standard,2018,10,,,24,7,7,3542,354.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
775176,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,74123.0,Divorced,Aurora,5979.72,Standard,2013,10,,,24,120,33,41545,4422.0,1431,115,2017,2018,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,True
983809,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,50000.0,Divorced,Aurora,7025.04,2018 Promotion,2018,3,,,24,136,54,48348,5214.0,477,39,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
424403,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,96830.0,Divorced,Aurora,5981.38,Standard,2016,4,,,24,109,25,35156,3747.5,417,34,2017,2018,2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,True
283929,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,80816.0,Single,Aurora,5989.77,Standard,2013,9,,,24,172,35,51611,5347.0,1778,145,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
477867,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,80816.0,Single,Aurora,5989.77,Standard,2015,12,2016.0,8.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
996896,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,80816.0,Single,Aurora,5989.77,Standard,2014,12,,,24,133,48,42254,4473.5,340,28,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
376367,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,62537.0,Married,Aurora,5994.23,Standard,2018,6,,,24,40,3,12650,1264.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
892219,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,86264.0,Married,Aurora,5994.26,Standard,2013,2,,,24,128,24,37678,3890.0,1567,127,2017,2018,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
929880,Canada,Ontario,Toronto,P1J 8T7,Male,College,71960.0,Single,Aurora,5994.42,Standard,2017,4,,,24,138,36,29946,3160.0,978,79,2017,2018,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,True
390434,Canada,Ontario,Toronto,M2Z 4K1,Female,High School or Below,78937.0,Married,Aurora,5995.41,Standard,2016,9,,,24,192,48,54210,5521.0,993,81,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
644551,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,68180.0,Married,Aurora,6005.03,Standard,2012,10,,,24,172,44,48641,5050.0,1034,84,2017,2018,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,True
300008,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,51573.0,Single,Aurora,6005.21,Standard,2014,4,,,24,103,37,39067,4117.5,2119,172,2017,2018,2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,True
354002,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,51573.0,Single,Aurora,6005.21,Standard,2017,2,,,24,120,27,35557,3653.0,933,76,2017,2018,2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
389387,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,51573.0,Single,Aurora,6005.21,Standard,2017,12,,,24,46,12,11841,1181.0,0,0,2017,2018,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,True
409768,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,51573.0,Single,Aurora,6005.21,Standard,2018,8,,,24,17,9,3786,378.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True
515969,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,51573.0,Single,Aurora,6005.21,Standard,2012,11,,,24,142,44,41238,4494.0,1696,137,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,True
595027,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,51573.0,Single,Aurora,6005.21,Standard,2017,6,,,24,115,35,27105,2831.5,0,0,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
642102,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,51573.0,Single,Aurora,6005.21,Standard,2015,8,,,24,170,27,39374,4185.0,1168,94,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
109023,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,81333.0,Single,Aurora,6005.85,Standard,2015,7,,,24,117,25,25865,2756.0,1648,133,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,True
199494,Canada,Saskatchewan,Regina,S6J 3G0,Female,Master,81333.0,Single,Aurora,6005.85,Standard,2018,10,,,24,1,0,524,52.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
271987,Canada,Saskatchewan,Regina,S1J 3C5,Female,Master,81333.0,Single,Aurora,6005.85,Standard,2015,5,2016.0,1.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
351753,Canada,Ontario,Toronto,P1L 8X8,Female,Master,81333.0,Single,Aurora,6005.85,Standard,2017,12,,,24,57,11,18711,2025.0,669,54,2017,2018,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,True
408347,Canada,British Columbia,Victoria,V10 6T5,Male,Master,81333.0,Single,Aurora,6005.85,Standard,2018,7,,,24,44,16,15876,1586.0,0,0,2017,2018,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
735770,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,94479.0,Married,Aurora,6006.21,Standard,2017,8,,,24,125,29,33469,3705.0,1054,86,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
369141,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,60797.0,Divorced,Aurora,6006.44,Standard,2012,9,,,24,143,38,37466,3863.0,0,0,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
690563,Canada,Ontario,Ottawa,K1F 2R2,Female,College,71960.0,Single,Aurora,6013.04,Standard,2012,10,,,24,118,35,37913,4027.0,1307,106,2017,2018,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
229636,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,82147.0,Single,Aurora,6019.93,Standard,2012,12,,,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
304726,Canada,Ontario,Toronto,M2M 7K8,Female,College,71960.0,Single,Aurora,6019.96,Standard,2015,6,,,24,128,41,46993,4928.0,3086,249,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
187041,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,71960.0,Single,Aurora,6021.84,Standard,2014,10,,,24,131,37,37057,3883.0,1008,81,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,True
510644,Canada,Ontario,Toronto,P1J 8T7,Female,College,71960.0,Single,Aurora,6021.84,Standard,2017,12,,,24,87,26,23139,2578.5,0,0,2017,2018,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True
488268,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,68157.0,Single,Aurora,6031.52,Standard,2014,7,,,24,156,65,52971,5473.5,1131,91,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
452439,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,71960.0,Married,Aurora,6032.74,Standard,2015,11,,,24,110,28,37298,3833.5,1374,112,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
441964,Canada,British Columbia,Kelowna,V09 2E9,Female,College,71960.0,Single,Aurora,6033.22,Standard,2017,8,,,24,104,29,32944,3578.0,1711,138,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
381308,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,71960.0,Divorced,Aurora,6039.02,Standard,2018,11,,,24,15,5,3220,322.0,736,59,2017,2018,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
718409,Canada,Ontario,Toronto,P1J 8T7,Female,College,71960.0,Divorced,Aurora,6039.02,Standard,2012,12,,,24,134,31,35027,3674.0,1681,136,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True
979168,Canada,Ontario,Toronto,M2Z 4K1,Male,College,71960.0,Single,Aurora,6042.62,Standard,2014,11,2015.0,10.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
395887,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,92202.0,Single,Aurora,6045.63,Standard,2015,8,,,24,151,45,43430,4687.0,2268,183,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
348448,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,46831.0,Married,Aurora,6047.03,Standard,2013,9,,,24,170,45,45266,4632.0,1467,118,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
577232,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,46831.0,Married,Aurora,6047.03,Standard,2014,11,2015.0,10.0,48,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
736004,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,46831.0,Married,Aurora,6047.03,Standard,2018,5,,,24,33,5,10482,1047.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True
878568,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,46831.0,Married,Aurora,6047.03,Standard,2012,12,,,24,118,47,35905,3866.0,1581,128,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True
608116,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,71960.0,Married,Aurora,6048.57,Standard,2016,11,,,24,117,38,37467,4001.0,1616,131,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,True
825569,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,71960.0,Single,Aurora,6051.64,Standard,2015,8,,,24,112,46,39188,4162.0,914,74,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,True
705496,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,55564.0,Divorced,Aurora,6052.0,Standard,2014,1,,,24,164,25,44699,4546.0,1422,115,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
772395,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,55564.0,Divorced,Aurora,6052.0,Standard,2018,1,,,24,87,18,26132,2842.5,768,62,2017,2018,2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
153987,Canada,Quebec,Montreal,H2Y 2W2,Male,Master,126642.0,Married,Aurora,6057.07,Standard,2017,12,,,24,51,4,21304,2199.0,0,0,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
444904,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Master,126642.0,Married,Aurora,6057.07,Standard,2014,9,2015.0,5.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
759223,Canada,Quebec,Tremblant,H5Y 2S9,Male,Master,126642.0,Married,Aurora,6057.07,Standard,2017,10,,,24,62,34,21278,2228.0,1771,143,2017,2018,2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,True
793178,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Master,126642.0,Married,Aurora,6057.07,Standard,2013,1,,,24,143,29,36973,3951.5,625,50,2017,2018,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
114493,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,47036.0,Single,Aurora,6063.2,Standard,2016,4,,,24,107,12,31139,3374.0,677,55,2017,2018,2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True
896592,Canada,Quebec,Montreal,H2T 2J6,Female,Master,77085.0,Divorced,Aurora,6071.91,Standard,2018,12,,,24,161,38,47360,5004.0,1031,83,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
873415,Canada,British Columbia,Vancouver,V6E 3D9,Male,High School or Below,64100.0,Single,Aurora,6089.52,Standard,2012,7,,,24,174,12,44660,4876.5,401,33,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True
804259,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,79655.0,Divorced,Aurora,6091.9,Standard,2013,8,,,24,129,36,37167,3957.5,0,0,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True
906346,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,79655.0,Divorced,Aurora,6091.9,Standard,2016,5,,,24,151,35,34222,3636.0,1728,140,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
212230,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,63225.0,Married,Aurora,6102.31,Standard,2013,12,,,24,164,39,51471,5460.5,913,74,2017,2018,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
391761,Canada,Ontario,Toronto,P1W 1K4,Female,College,71960.0,Single,Aurora,6102.95,Standard,2017,2,,,24,106,29,35187,3643.5,2315,187,2017,2018,2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
760645,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,71960.0,Single,Aurora,6102.95,Standard,2015,10,,,24,127,34,34561,3535.0,417,34,2017,2018,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True
485280,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,93975.0,Married,Aurora,6104.72,Standard,2017,8,,,24,82,17,29271,3044.0,497,40,2017,2018,2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
818454,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,93975.0,Married,Aurora,6104.72,Standard,2017,10,,,24,100,41,25977,2727.0,0,0,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
591476,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,71960.0,Married,Aurora,6105.8,Standard,2012,8,,,24,34,11,18040,1801.0,0,0,2017,2018,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True
593868,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,75983.0,Married,Aurora,6106.47,Standard,2016,7,,,24,139,24,36304,3826.5,884,71,2017,2018,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True
136230,Canada,British Columbia,Whistler,V6T 1Y8,Male,High School or Below,53081.0,Married,Aurora,6106.94,Standard,2018,7,,,24,14,3,7274,727.0,0,0,2017,2018,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
749441,Canada,Quebec,Montreal,H2T 9K8,Female,High School or Below,53081.0,Married,Aurora,6106.94,Standard,2014,12,,,24,145,19,35791,3875.5,1044,84,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
392582,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,78185.0,Married,Aurora,6112.76,Standard,2015,5,,,24,153,33,40234,4326.5,445,36,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
458773,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,78185.0,Married,Aurora,6112.76,Standard,2012,10,,,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
713981,Canada,Quebec,Montreal,H2Y 2W2,Male,College,71960.0,Single,Aurora,6117.03,Standard,2016,12,2017.0,10.0,24,73,23,21169,2114.0,0,0,2017,2018,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,False
567865,Canada,Quebec,Montreal,H2Y 2W2,Female,High School or Below,68380.0,Married,Aurora,6120.19,Standard,2017,10,,,24,62,18,23168,2600.0,1109,90,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,True
292049,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,76645.0,Married,Aurora,6126.57,Standard,2013,7,,,24,131,28,39250,4123.5,541,44,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
606811,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,98334.0,Married,Aurora,6131.66,Standard,2012,5,,,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
444202,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,64012.0,Divorced,Aurora,6134.39,Standard,2018,9,,,24,17,3,4244,424.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
353486,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,56868.0,Married,Aurora,6140.24,Standard,2012,7,,,24,133,32,38459,4075.0,2215,179,2017,2018,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
952393,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,56868.0,Married,Aurora,6140.24,Standard,2018,6,,,24,50,1,13866,1385.0,0,0,2017,2018,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,True
729677,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,223427.0,Married,Aurora,6153.39,Standard,2015,10,,,24,142,34,43061,4459.0,344,28,2017,2018,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True
450888,Canada,Ontario,Toronto,P5S 6R4,Female,College,71960.0,Single,Aurora,6158.85,Standard,2016,9,,,24,103,32,30341,3176.0,399,32,2017,2018,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,True
238063,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,103368.0,Married,Aurora,6159.01,Standard,2012,6,,,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
853826,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,102878.0,Single,Aurora,6161.0,Standard,2016,8,,,24,137,38,44733,4645.0,797,65,2017,2018,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
864967,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,102878.0,Single,Aurora,6161.0,Standard,2017,6,,,24,80,26,20478,2045.0,548,44,2017,2018,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,True
312863,Canada,Quebec,Montreal,H2T 9K8,Male,College,71960.0,Single,Aurora,6162.37,Standard,2016,8,,,24,162,53,33547,3481.5,1385,111,2017,2018,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
582244,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,76459.0,Married,Aurora,6165.86,Standard,2012,4,,,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
412944,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,51875.0,Married,Aurora,6167.85,Standard,2013,5,,,24,152,30,40659,4368.0,931,76,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
899760,Canada,British Columbia,Victoria,V10 6T5,Female,College,71960.0,Divorced,Aurora,6172.39,Standard,2018,9,,,48,222,58,75207,7841.5,1095,89,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
506418,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,98168.0,Divorced,Aurora,7072.93,2018 Promotion,2018,3,,,24,34,6,14073,1548.0,0,0,2017,2018,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,True
846732,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,105053.0,Married,Aurora,6172.91,Standard,2016,9,,,24,173,46,47050,4945.5,518,42,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
505522,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,76573.0,Married,Aurora,6177.11,Standard,2018,11,,,24,156,43,47819,5071.0,2176,176,2017,2018,2,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
766091,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,76573.0,Married,Aurora,6177.11,Standard,2018,11,,,24,8,5,2210,221.0,0,0,2017,2018,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
642020,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,60355.0,Married,Aurora,6182.62,Standard,2018,5,,,48,249,34,68867,7325.0,964,78,2017,2018,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
988927,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47288.0,Divorced,Aurora,6185.34,Standard,2015,3,2016.0,12.0,24,0,0,0,0.0,0,0,2017,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
417564,Canada,Quebec,Tremblant,H5Y 2S9,Female,Master,127666.0,Married,Aurora,6185.97,Standard,2013,10,,,24,87,13,38441,3990.5,486,39,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
708337,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,127666.0,Married,Aurora,6185.97,Standard,2017,9,,,24,84,11,25535,2735.0,649,52,2017,2018,2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,True
703711,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,96575.0,Divorced,Aurora,6186.5,Standard,2018,1,,,24,103,26,19737,2354.0,1077,87,2017,2018,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True
246690,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,71960.0,Single,Aurora,7343.35,2018 Promotion,2018,3,,,24,113,18,31105,3358.5,919,74,2017,2018,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
669373,Canada,Ontario,Toronto,P1W 1K4,Male,College,71960.0,Single,Aurora,6189.12,Standard,2016,12,,,24,167,67,48607,5348.5,3908,316,2017,2018,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True
836443,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,104404.0,Married,Aurora,6189.44,Standard,2017,2,,,24,143,34,47656,5037.0,843,68,2017,2018,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
